code,name,title,year,filepath,status
600048,保利发展,保利发展：保利发展控股集团股份有限公司关于“提质增效重回报”行动方案2025年度评估报告暨2026年度行动方案的公告,2026,C:\Users\13765\OneDrive\Desktop\研究生\数据要素\data\pdfs\600048_保利发展_2026.pdf,success
601668,中国建筑,中国建筑：中国建筑股份有限公司2024年度环境社会治理可持续发展报告,2025,C:\Users\13765\OneDrive\Desktop\研究生\数据要素\data\pdfs\601668_中国建筑_2025.pdf,success
600031,三一重工,三一重工：三一重工股份有限公司2025年可持续发展（ESG）报告,2026,C:\Users\13765\OneDrive\Desktop\研究生\数据要素\data\pdfs\600031_三一重工_2026.pdf,success
000157,中联重科,中联重科：2025年环境、社会及管治（ESG）报告,2026,C:\Users\13765\OneDrive\Desktop\研究生\数据要素\data\pdfs\000157_中联重科_2026.pdf,success
600104,上汽集团,上汽集团：上汽集团2023年度ESG可持续发展报告,2024,C:\Users\13765\OneDrive\Desktop\研究生\数据要素\data\pdfs\600104_上汽集团_2024.pdf,success
000625,长安汽车,长安汽车：长安汽车2025年环境、社会和公司治理（ESG）报告,2026,C:\Users\13765\OneDrive\Desktop\研究生\数据要素\data\pdfs\000625_长安汽车_2026.pdf,success
601238,广汽集团,广汽集团：广汽集团2025年可持续发展报告,2026,C:\Users\13765\OneDrive\Desktop\研究生\数据要素\data\pdfs\601238_广汽集团_2026.pdf,success
300124,汇川技术,汇川技术：汇川技术2025年度可持续发展报告,2026,C:\Users\13765\OneDrive\Desktop\研究生\数据要素\data\pdfs\300124_汇川技术_2026.pdf,success
600406,国电南瑞,国电南瑞：国电南瑞2025年环境、社会及公司治理（ESG）报告,2026,C:\Users\13765\OneDrive\Desktop\研究生\数据要素\data\pdfs\600406_国电南瑞_2026.pdf,success
601012,隆基绿能,隆基绿能：2025年度可持续发展报告,2026,C:\Users\13765\OneDrive\Desktop\研究生\数据要素\data\pdfs\601012_隆基绿能_2026.pdf,success
300274,阳光电源,阳光电源：2025年可持续发展报告,2026,C:\Users\13765\OneDrive\Desktop\研究生\数据要素\data\pdfs\300274_阳光电源_2026.pdf,success
600438,通威股份,通威股份：通威股份有限公司2024年环境、社会与公司治理报告暨可持续发展报告,2025,C:\Users\13765\OneDrive\Desktop\研究生\数据要素\data\pdfs\600438_通威股份_2025.pdf,success
002129,TCL中环,TCL中环：TCL中环新能源科技股份有限公司2025年度可持续发展报告,2026,C:\Users\13765\OneDrive\Desktop\研究生\数据要素\data\pdfs\002129_TCL中环_2026.pdf,success
